,Beta,Book Value Per Share,Cash Flow,Current Ratio,D/E Ratio,Date,Difference,Diluted EPS,EBITDA,Earnings Growth,Enterprise Value,Enterprise Value/EBITDA,Enterprise Value/Revenue,Forward P/E,Gross Profit,Held by Insiders,Held by Institutions,Market Cap,Net Income Avl to Common ,Operating Margin,PEG Ratio,Price,Price/Book,Price/Sales,Profit Margin,Return on Assets,Return on Equity,Revenue,Revenue Growth,Revenue Per Share,SP500,Shares Short (as of,Short % of Float,Short Ratio,Status,Ticker,Total Cash,Total Cash Per Share,Total Debt,Trailing P/E,Unix,sp500_p_change,stock_p_change
0,1.55,11.36,13850000000.0,3.20,54.36,2011-08-02 06:45:37,-2.492012938976888,2.52,11.89,85.20,13850000000.0,11.89,2.25,12.44,2930000000.0,0.25,82.10,13850000000.0,89000000.0,14.80,0.63,40.0,3.71,2.38,14.46,6.94,27.00,2.25,31.90,17.77,1254.050049,436000.00000000006,1.40,1.20,underperform,a,2980000000.0,8.55,2150000000.0,16.18,1312281937.0,10.867012938976892,8.375000000000004
1,1.66,15.41,1320000000.0,2.55,44.12,2013-05-14 00:28:58,-31.13444021364713,3.13,10.75,22.20,15060000000.0,10.75,2.18,13.08,3600000000.0,0.23,83.20,15060000000.0,1100000000.0,15.69,2.07,43.0,2.83,2.19,15.96,6.85,22.38,2.18,2.80,19.85,1650.339966,437000.0,1.30,1.20,underperform,a,2450000000.0,7.06,2360000000.0,13.75,1368505738.0,45.90188207411225,14.76744186046512
2,1.81,14.46,1260000000.0,2.96,56.39,2013-09-06 06:09:52,-24.307618993936007,2.69,11.93,30.90,15860000000.0,11.93,2.32,15.09,3600000000.0,0.23,83.50,15860000000.0,93800000.0,14.04,2.16,47.0,3.31,2.32,13.73,5.98,19.41,2.32,4.10,19.80,1655.170044,278000.0,0.80,1.20,underperform,a,2330000000.0,7.04,2700000000.0,17.74,1378462192.0,46.32889558968069,22.021276595744684
3,1.808,14.078,2530000000.0,1.374,0.595,2004-04-13 04:20:10,0.0,1.375,10.8,53.70,36340000000.0,10.8,1.65,12.98,4019999999.9999995,1.00,79.36,29780000000.0,1190000000.0,8.44,1.26,34.26,2.41,1.33,6.40,4.52,10.66,1.65,11.40,25.638,1129.439941,1254000.0,1.46,2.497,underperform,aa,45900000.0,0.53,7310000000.0,24.92,1081844410.0,0.0,0.0
4,1.676,14.049,1780000000.0,1.372,0.561,2004-09-09 16:15:45,-3.1861590807703393,1.575,9.7,53.70,35240000000.0,9.7,1.56,12.75,4019999999.9999995,1.00,76.64,28610000000.0,1370000000.0,9.46,1.43,32.89,2.34,1.26,7.04,5.08,11.87,1.56,11.40,25.984,1118.380005,778000.0,0.90,1.935,underperform,aa,46600000.0,0.54,6880000000.0,20.88,1094760945.0,-0.9792407368033841,-4.165399817573723
5,1.736,14.36,2140000000.0000002,1.293,0.53,2004-11-24 10:37:20,-6.657405431420965,1.588,9.53,53.70,35370000000.0,9.53,1.52,13.49,4019999999.9999995,1.04,77.19,29230000000.0,1390000000.0,9.57,1.47,33.58,2.34,1.26,7.01,5.13,11.58,1.52,11.40,26.536,1181.76001,991000.0,1.15,2.209,underperform,aa,56100000.0,0.64,6650000000.0,21.15,1101310640.0,4.6323905416056,-2.0250148898153655
6,1.736,14.36,2140000000.0000002,1.293,0.53,2004-12-05 00:36:42,-9.651668000903804,1.588,9.36,53.70,34750000000.0,9.36,1.49,13.20,4019999999.9999995,1.04,77.11,28600000000.0,1390000000.0,9.57,1.50,32.86,2.33,1.25,7.01,5.13,11.58,1.49,11.40,26.536,1190.329956,991000.0,1.15,2.209,underperform,aa,56100000.0,0.64,6650000000.0,20.69,1102225002.0,5.391168913867899,-4.260499087035906
7,1.611,15.207,2140000000.0000002,1.322,0.457,2005-01-13 07:18:32,-20.66260492334135,1.597,8.57,53.70,31510000000.0,8.57,1.34,11.96,4019999999.9999995,1.04,77.16,25630000000.0,1400000000.0,9.39,1.12,29.43,1.95,1.10,7.02,5.12,11.17,1.34,11.40,26.757,1177.449951,1281000.0,1.49,2.918,underperform,aa,45700000.0,0.52,6080000000.0,18.43,1105618712.0,4.250780254635953,-16.411824668705396
8,1.611,15.207,2140000000.0000002,1.322,0.457,2005-02-07 03:48:37,-23.049277158703358,1.60,8.5,53.70,31260000000.0,8.5,1.33,11.89,4019999999.9999995,1.04,75.67,25580000000.0,1400000000.0,9.39,1.39,29.37,1.92,1.08,7.02,5.12,11.17,1.33,11.40,26.757,1201.719971,1184000.0,1.37,1.892,underperform,aa,45700000.0,0.52,6080000000.0,18.39,1107766117.0,6.399634666364247,-16.64964249233911
9,2.28,14.66,20950000000.0,1.36,48.26,2011-09-03 09:21:23,-193.41986105262055,0.87,6.18,136.80,20950000000.0,6.18,0.89,8.60,3840000000.0,0.09,59.60,20950000000.0,94900000.0,8.20,0.28,12.0,0.85,0.57,4.04,3.05,6.55,0.89,27.00,22.58,1218.890015,5373000.0,5.10,1.90,underperform,aa,1270000000.0,1.19,9350000000.0,13.78,1315056083.0,7.919861052620579,-185.49999999999997
10,2.01,13.97,19100000000.0,1.36,50.93,2011-11-02 22:04:47,-252.20299694235797,0.95,5.29,182.00,19100000000.0,5.29,0.78,10.39,3840000000.0,0.09,59.60,19100000000.0,1060000000.0,8.64,0.34,10.0,0.74,0.45,4.31,3.41,7.22,0.78,21.40,23.44,1237.900024,6146000.0,5.80,1.50,underperform,aa,1340000000.0,1.25,9310000000.0,11.23,1320285887.0,9.602996942357994,-242.59999999999997
11,2.01,13.97,19660000000.0,1.36,50.93,2011-11-05 21:29:24,-252.20299694235797,0.95,5.45,182.00,19660000000.0,5.45,0.80,10.61,3840000000.0,0.09,59.60,19660000000.0,1060000000.0,8.64,0.34,10.0,0.78,0.47,4.31,3.41,7.22,0.80,21.40,23.44,1237.900024,6146000.0,5.80,1.50,underperform,aa,1340000000.0,1.25,9310000000.0,11.47,1320542964.0,9.602996942357994,-242.59999999999997
12,2.10,13.97,2420000000.0,1.36,50.93,2012-01-02 19:42:06,-339.5972200112321,0.95,4.78,182.00,17240000000.0,4.78,0.70,9.83,3840000000.0,0.09,59.60,17240000000.0,1060000000.0,8.64,0.47,8.0,0.62,0.37,4.31,3.41,7.22,0.70,21.40,23.44,1257.599976,5686000.0,5.40,2.00,underperform,aa,1340000000.0,1.25,9310000000.0,9.08,1325551326.0,11.347220011232087,-328.25
13,1.96,13.21,2190000000.0,1.25,55.28,2012-05-19 11:51:52,-345.5470780391412,0.37,5.80,69.50,17030000000.000002,5.80,0.68,8.60,4470000000.0,0.06,63.40,17030000000.000002,39800000.0,5.79,1.16,8.0,0.64,0.36,1.59,2.23,3.00,0.68,0.80,23.48,1324.800049,7231000.0,6.80,2.70,underperform,aa,1760000000.0,1.65,9740000000.0,23.10,1337442712.0,17.297078039141155,-328.25
14,1.86,12.50,1660000000.0,1.20,53.21,2013-04-23 20:02:57,-368.0343277617893,0.22,7.39,58.50,16070000000.0,7.39,0.68,10.40,3210000000.0,0.08,58.10,16070000000.0,24400000.0,3.06,2.60,8.0,0.65,0.37,1.05,1.11,1.36,0.68,2.90,22.03,1578.780029,7270999.999999999,6.80,4.90,underperform,aa,1560000000.0,1.45,8920000000.0,36.21,1366761777.0,39.78432776178932,-328.25
15,1.86,12.50,1660000000.0,1.20,53.21,2013-04-26 20:55:15,-368.34067083275744,0.22,7.55,58.50,16399999999.999998,7.55,0.70,10.88,3210000000.0,0.08,58.10,16399999999.999998,24400000.0,3.06,2.87,8.0,0.67,0.38,1.05,1.11,1.36,0.70,2.90,22.03,1582.23999,8868000.0,8.30,4.50,underperform,aa,1560000000.0,1.45,8920000000.0,36.92,1367024115.0,40.090670832757446,-328.25
16,1.701,12.042,36100000.0,2.921,2.921,2004-06-03 01:20:38,23.518365565025732,0.454,21.08,6.20,6070000000.0,21.08,0.85,37.08,1710000000.0,1.06,66.12,10990000000.0,16900000.0,2.31,2.89,28.92,2.33,1.49,2.36,2.54,3.95,0.85,8.10,19.326,1116.640015,1171000.0,3.12,1.978,outperform,aapl,4590000000.0,12.09,2.921,63.70,1086240038.0,4.3861987503269635,27.904564315352697
17,1.744,12.493,36100000.0,2.917,2.917,2004-08-10 02:02:44,30.31685640184247,0.557,17.9,6.20,6590000000.0,17.9,0.86,34.43,1710000000.0,1.19,64.33,11750000000.0,21100000.0,3.00,2.65,30.3,2.38,1.51,2.76,3.09,4.78,0.86,8.10,20.197,1079.040039,1303000.0,3.40,1.386,outperform,aapl,4970000000.0,12.8,2.917,54.40,1092117764.0,0.8712624100387102,31.188118811881182
18,1.802,12.493,56400000.0,2.917,2.917,2004-10-12 05:40:57,41.09815597080385,0.557,27.68,6.20,10190000000.0,27.68,1.33,41.05,1710000000.0,1.19,67.52,14970000000.0,21100000.0,3.00,3.38,38.59,3.13,1.98,2.76,3.09,4.78,1.33,8.10,20.197,1121.839966,1496000.0,3.90,2.196,outperform,aapl,4970000000.0,12.8,2.917,69.28,1097574057.0,4.8723026972448675,45.97045866804872
19,1.775,12.968,56400000.0,2.632,2.632,2004-12-04 14:16:51,55.36366357731431,0.709,61.54,6.20,20060000000.0,61.54,2.42,37.09,1710000000.0,1.26,72.07,24540000000.0,27600000.0,3.94,2.21,62.68,5.03,3.08,3.33,3.86,6.02,2.42,8.10,21.419,1191.369995,1939999.9999999998,5.02,1.508,outperform,aapl,5460000000.0,13.96,2.632,88.41,1102187811.0,11.372137316112614,66.73580089342693
20,1.81,14.312,93400000.0,2.581,2.581,2005-01-26 15:16:47,61.26262753823666,1.244,34.66,300.00,22700000000.0,34.66,2.33,30.35,2260000000.0,1.47,71.08,29100000000.0,50800000.0,6.71,1.71,71.94,5.03,2.99,5.20,6.62,10.37,2.33,33.40,24.517,1174.069946,1438000.0,3.61,0.892,outperform,aapl,6450000000.0,15.94,2.581,57.83,1106770607.0,9.754887057259594,71.01751459549625
21,1.81,14.312,93400000.0,2.581,2.581,2005-02-04 03:07:08,60.74181297495837,1.24,32.09,300.00,26090000000.0,32.09,2.67,32.83,2260000000.0,1.54,68.75,31480000000.0,50800000.0,6.71,1.92,77.81,5.56,3.30,5.20,6.62,10.37,2.67,33.40,24.517,1203.030029,1559000.0,3.88,0.761,outperform,aapl,6450000000.0,15.78,2.581,62.55,1107504428.0,12.46214538514959,73.20395836010796
22,1.8,14.312,1490000000.0,2.581,2.581,2005-03-01 10:36:03,40.37002262599276,0.62,37.16,300.00,30210000000.0,37.16,3.09,18.24,2260000000.0,1.54,74.88,18330000000.0,50800000.0,6.71,2.06,44.86,3.11,1.86,5.20,6.63,10.37,3.09,33.40,12.259,1210.410034,3065000.0,3.81,0.87,outperform,aapl,6450000000.0,7.89,2.581,72.01,1109691363.0,13.152046032054496,53.52206865804725
23,0.87,135.79,52890000000.0,1.88,13.75,2013-08-11 02:30:32,36.72297098034225,40.11,7.06,21.80,394500000000.0,7.06,2.33,10.73,68660000000.0,0.04,62.00,394500000000.0,37750000000.0,29.46,0.64,454.0,3.40,2.47,22.28,17.20,32.11,2.33,0.90,181.40,1697.47998,2604000.0,2.80,2.10,outperform,aapl,42680000000.0,46.97,16960000000.0,11.33,1376202632.0,58.6845180064419,95.40748898678414
24,1.81,1.87,5940000000.0,2.21,512.61,2013-06-19 09:57:38,0.0,3.38,9.69,9.60,76110000000.0,9.69,4.11,13.48,13870000000.0,0.02,6.30,76110000000.0,5360000000.0,36.65,2.05,43.0,23.32,3.72,28.92,18.41,71.43,4.11,3.70,11.73,1628.930054,1140000.0,0.70,2.10,underperform,abbv,7480000000.0,4.72,15160000000.0,12.88,1371650258.0,0.0,0.0
25,0.123,36.89,35482000.0,1.452,0.429,2004-01-28 07:37:34,-10.314908517247565,3.998,8.01,27.90,7780000000.0,8.01,0.15,12.20,2250000000.0,2.00,84.35,6320000000.0,45696000.0,1.78,0.91,56.36,1.52,0.12,0.90,3.76,11.95,0.15,9.80,432.868,1128.47998,548000.0,4.98,2.458,underperform,abc,28322000.000000004,2.53,1770000000.0,14.10,1075293454.0,9.161608304330604,-1.1533002129169598
26,0.122,37.967999,56677000.0,1.365,0.412,2004-05-16 19:24:15,-2.73854522215281,4.198,7.75,27.90,7710000000.0,7.75,0.15,13.08,2250000000.0,1.96,86.21,6620000000.0,48270000.0,1.78,0.95,58.97,1.55,0.13,0.93,3.94,12.09,0.15,9.80,441.08,1096.439941,540000.0,4.91,4.396,underperform,abc,66376000.0,5.91,1750000000.0,14.05,1084749855.0,6.062269149573535,3.3237239274207244
27,0.071,39.075001,99210000.0,1.39,0.331,2004-10-20 01:31:26,-16.184876934248255,4.294,6.5,27.90,6510000000.0,6.5,0.12,12.58,2250000000.0,1.99,90.22,5860000000.0,49593000.0,1.77,0.91,52.1,1.36,0.11,0.95,4.06,12.00,0.12,9.80,445.314,1103.660034,753000.0,6.84,5.682,underperform,abc,90317000.0,8.03,1460000000.0,12.13,1098250286.0,6.760692673211792,-9.424184261036462
28,0.033,39.556,82508000.0,1.359,0.332,2005-01-08 07:45:42,-12.969959218149345,4.062,7.08,6.20,6670000000.0,7.08,0.13,12.87,2180000000.0,1.73,95.00,6090000000.0,46839000.0,1.63,1.08,57.9,1.47,0.11,0.88,3.89,11.09,0.13,7.10,451.509,1183.73999,809000.0,7.83,5.677,underperform,abc,87134000.0,8.29,1440000000.0,14.25,1105188342.0,14.507092206059536,1.5371329879101912
29,0.024,39.708,1400000000.0,1.343,0.291,2005-03-30 19:52:42,-17.113598172479488,3.78,7.68,6.20,6710000000.0,7.68,0.13,14.07,2180000000.0,1.18,93.01,6160000000.0,43077000.0,1.48,1.23,55.44,1.36,0.11,0.81,3.62,10.10,0.13,7.10,460.193,1181.410034,551000.0,5.02,4.345,underperform,abc,52954000.0,4.77,1230000000.0,14.67,1112226762.0,14.281707840589156,-2.8318903318903326
30,0.031,39.949001,68870000.0,1.258,0.23,2005-05-26 01:50:44,-2.3202501028441525,3.43,17.97,6.20,14150000000.0,17.97,0.27,16.57,2180000000.0,1.06,95.00,6870000000.0,38526000.0,1.32,1.45,65.93,1.65,0.13,0.72,3.25,9.01,0.27,7.10,466.43,1197.619995,778000.0,7.54,4.636,underperform,abc,1150000000.0,11.07,95780000.0,19.23,1117086644.0,15.849751088738294,13.529500985894142
31,0.77,11.45,11240000000.0,1.10,42.86,2011-07-08 00:04:15,-62.57162750898439,2.41,8.95,18.40,11240000000.0,8.95,0.14,15.49,2360000000.0,0.71,93.20,11240000000.0,67931000.0,1.45,1.36,43.0,3.76,0.15,0.86,5.02,22.78,0.14,2.40,284.55,1343.800049,482000.0,1.80,2.20,underperform,abc,1910000000.0,6.98,1340000000.0,17.89,1310097855.0,29.99023216014719,-32.581395348837205
32,0.77,11.24,1700000000.0,1.06,66.41,2012-02-28 18:01:38,-86.81660517763012,2.59,6.78,1.00,9280000000.0,6.78,0.12,11.91,2540000000.0,0.73,96.50,9280000000.0,70824000.0,1.54,1.06,37.0,3.35,0.12,0.88,5.16,24.15,0.12,2.40,300.87,1372.180054,616000.0,2.40,2.70,underperform,abc,2370000000.0,9.19,1930000000.0,14.57,1330470098.0,32.73552409654906,-54.081081081081074
33,0.66,10.16,63204000.0,0.96,59.73,2013-04-25 01:02:00,-56.99232884276946,2.90,9.69,4.00,13850000000.0,9.69,0.17,15.17,2670000000.0,0.18,93.60,13850000000.0,71045000.0,1.58,1.52,55.0,5.54,0.16,0.90,5.07,27.11,0.17,5.70,327.31,1585.160034,850000.0,3.70,3.00,underperform,abc,41740000.0,1.81,1400000000.0,19.22,1366866120.0,53.33778338822401,-3.6545454545454508
34,0.259,8.216,4480000000.0,1.378,0.543,2004-09-20 13:31:02,0.0,1.973,13.98,1.40,71550000000.0,13.98,3.63,17.10,10210000000.0,6.63,61.02,67000000000.0,3100000000.0,19.08,1.57,42.92,5.22,3.40,15.73,11.53,24.56,3.63,11.30,12.54,1122.199951,1038000.0000000001,0.71,3.621,underperform,abt,2420000000.0,1.55,6970000000.0,21.75,1095701462.0,0.0,0.0
35,0.23,8.216,4480000000.0,1.378,0.543,2004-10-23 22:48:08,-3.389500883173926,1.999,13.35,1.40,68330000000.0,13.35,3.49,16.21,10210000000.0,6.63,60.92,63790000000.0,3150000000.0,19.08,1.52,40.86,5.00,3.28,16.08,11.58,24.54,3.49,11.30,12.427,1103.660034,989000.0,0.68,3.561,underperform,abt,2420000000.0,1.55,6970000000.0,20.44,1098586088.0,-1.6521045989601955,-5.041605482134122
36,0.246,8.319,4250000000.0,1.4,0.508,2005-01-25 12:44:11,2.4356390146050355,1.97,14.54,1.40,76200000000.0,14.54,4.03,16.70,10210000000.0,6.63,61.38,71530000000.0,3100000000.0,20.14,1.54,45.93,5.53,3.66,16.36,11.37,24.10,4.03,11.30,12.04,1168.410034,1079000.0,0.74,2.584,outperform,abt,1910000000.0,1.23,6580000000.0,23.31,1106675051.0,4.117811888943839,6.553450903548875
37,0.216,8.319,4250000000.0,1.4,0.508,2005-02-28 19:21:54,-1.3557821034742705,1.97,14.64,1.40,76730000000.0,14.64,4.05,16.59,10210000000.0,6.63,67.36,71030000000.0,3100000000.0,20.14,1.69,45.61,5.56,3.81,16.36,11.37,24.10,4.05,11.30,12.04,1203.599976,711000.0,0.49,1.952,underperform,abt,1910000000.0,1.23,6580000000.0,23.15,1109636514.0,7.253611526846333,5.8978294233720625
38,0.23,15.56,8970000000.0,1.54,62.85,2012-03-30 05:44:15,2.9569507069660084,3.01,9.24,12.30,103200000000.0,9.24,2.66,11.42,23310000000.0,0.14,65.70,103200000000.0,4710000000.0,20.90,1.47,60.0,3.93,2.47,12.17,8.40,20.00,2.66,4.10,24.94,1408.469971,2161000.0,1.40,3.10,outperform,abt,8100000000.0,5.15,15410000000.0,20.26,1333100655.0,25.509715959700653,28.46666666666666
39,0.50,14.37,6200000000.0,1.82,35.38,2013-08-18 07:12:45,-74.27664312319519,2.51,4.58,72.40,52890000000.0,4.58,1.32,15.68,24750000000.0,0.16,67.00,52890000000.0,6190000000.0,22.40,1.47,34.0,2.44,1.36,10.02,10.72,26.48,1.32,2.50,25.52,1661.319946,1019999.9999999999,0.70,1.40,underperform,abt,9390000000.0,6.04,7930000000.0,13.95,1376824365.0,48.04134900554812,-26.23529411764706
40,0.61,71.36,23530000000.0,0.72,27.70,2011-08-11 20:49:00,29.292331686297636,7.44,7.31,10.30,23530000000.0,7.31,1.44,8.49,5730000000.0,0.19,3.30,23530000000.0,2540000000.0,19.58,1.10,63.0,0.83,1.23,15.54,2.36,11.17,1.44,13.10,48.24,1172.640015,237000.0,0.80,1.30,outperform,ace,3210000000.0,9.51,6680000000.0,8.52,1313110140.0,8.644176250210302,37.93650793650794
41,0.79,80.90,4000000000.0,0.93,24.94,2013-04-23 04:24:03,9.794686216677981,7.89,10.60,4.10,33990000000.000004,10.60,1.90,11.06,5320000000.0,0.34,93.10,33990000000.000004,2710000000.0,17.60,1.50,89.0,1.10,1.68,15.09,2.19,10.44,1.90,3.30,52.78,1578.780029,223000.0,0.70,1.90,outperform,ace,3090000000.0,9.10,6860000000.0,11.31,1366705443.0,46.272729513659094,56.067415730337075
42,0.79,82.17,4340000000.0,0.41,27.94,2013-05-16 15:08:57,4.585253674373796,7.83,11.06,2.10,35220000000.0,11.06,1.95,11.37,5320000000.0,0.34,93.10,35220000000.0,2690000000.0,17.34,1.39,92.0,1.13,1.75,14.88,2.13,10.07,1.95,2.60,53.02,1650.469971,227000.0,0.70,1.60,outperform,ace,3750000000.0,11.02,7810000000.0,11.84,1368731337.0,52.9147463256262,57.49999999999999
43,0.035,17.375999,14672999.999999998,1.949,0.936,2005-03-30 06:50:28,14.58571590012201,1.87,13.83,581.40,3380000000.0,13.83,1.70,11.96,43846000.0,0.67,95.00,2580000000.0,10652000.0,3.92,3.83,41.15,2.47,1.35,5.73,3.92,11.81,1.70,33.30,31.153,1181.410034,774000.0,12.42,4.298,outperform,aci,32317000.0,5.15,1010000000.0,22.02,1112179828.0,10.614770126609459,25.20048602673147
44,1.83,16.73,8400000000.0,1.24,118.77,2011-08-18 01:16:41,-68.79843286287137,0.96,10.08,83.30,8400000000.0,10.08,2.41,5.24,79046000.0,0.73,89.30,8400000000.0,16118000.0,12.59,0.38,19.0,1.20,1.23,4.62,3.65,5.69,2.41,28.90,21.08,1140.650024,631000.0,5.00,1.10,underperform,aci,8234999.999999999,0.39,4200000000.0,20.59,1313644601.0,6.798432862871357,-62.000000000000014
45,1.702,1.57,1800000000.0,1.381,0.023,2004-12-10 06:26:24,-8.558836722997913,1.219,10.94,103.40,22060000000.0,10.94,1.46,16.90,4310000000.0,6.45,36.09,24570000000.0,69083000.0,11.64,1.25,26.2,16.89,1.65,8.09,16.38,54.30,1.46,2.20,15.096,1188.0,242000.0,0.28,0.523,underperform,acn,2840000000.0,3.03,3388000.0000000005,21.49,1102677984.0,12.948149700097144,4.389312977099231
46,1.686,1.862,1570000000.0,1.45,0.023,2005-02-10 03:10:56,-12.001554767882887,1.22,10.97,38.70,21460000000.0,10.97,1.37,16.25,4620000000.0,6.38,36.29,23970000000.0,71276000.0,10.95,1.19,25.51,13.88,1.56,7.74,15.15,48.93,1.37,12.80,15.748,1197.01001,278000.0,0.32,0.979,underperform,acn,2870000000.0,3.05,4000000.0,21.00,1108023056.0,13.804769193598295,1.803214425715409
47,1.671,1.862,1570000000.0,1.45,0.023,2005-04-04 05:07:40,-14.31457607469735,1.22,10.29,38.70,20140000000.0,10.29,1.29,15.57,4620000000.0,6.38,38.48,22960000000.0,71276000.0,10.95,1.11,24.44,12.97,1.45,7.74,15.15,48.93,1.29,12.80,15.748,1176.119995,469000.00000000006,0.53,1.752,underperform,acn,2870000000.0,3.05,4000000.0,20.12,1112605660.0,11.818667727725174,-2.4959083469721746
48,0.79,5.75,29280000000.0,1.51,0.11,2011-09-01 16:51:37,38.22657680785833,3.15,7.64,28.00,29280000000.0,7.64,1.13,14.11,7250000000.0,45.71,73.70,29280000000.0,2109999999.9999998,12.83,1.46,53.0,9.32,1.33,8.12,15.56,62.34,1.13,20.60,40.45,1204.420044,1235000.0,1.90,1.80,outperform,acn,5260000000.0,8.16,462000.0,17.02,1314910297.0,14.509272248745441,52.73584905660377
49,0.82,6.05,31630000000.0,1.45,0.10,2011-11-08 00:40:19,35.5032672728164,3.40,7.79,37.40,31630000000.0,7.79,1.16,13.74,8390000000.000001,45.71,73.70,31630000000.0,2280000000.0,12.97,1.44,58.0,9.63,1.36,8.33,15.52,66.97,1.16,23.00,42.37,1275.920044,1183000.0,1.90,1.90,outperform,acn,5710000000.0,8.90,442000.0,17.07,1320730819.0,21.30707755476981,56.81034482758621
50,0.86,5.84,3810000000.0,1.45,0.15,2012-02-29 00:47:01,27.70143417628124,3.55,7.93,20.10,33520000000.000004,7.93,1.18,14.19,8390000000.000001,0.30,81.40,33520000000.000004,2390000000.0,13.00,1.40,59.0,10.21,1.36,8.38,16.43,70.63,1.18,17.10,43.97,1365.680054,851000.0,1.30,1.80,outperform,acn,5100000000.0,7.88,638000.0,16.81,1330494421.0,29.8409387050747,57.54237288135594
51,1.463,5.264,55816000.0,3.526,3.526,2004-08-21 23:10:00,21.729154433898323,1.551,17.27,39.20,9770000000.0,17.27,6.47,25.46,1200000000.0,1.91,83.27,11050000000.0,38031000.0,33.92,1.79,46.09,8.61,7.19,25.17,25.33,36.21,6.47,11.20,6.174,1095.170044,915000.0,3.89,3.026,outperform,adbe,1280000000.0,5.34,3.526,29.72,1093144200.0,-4.263326705540752,17.46582772835757
52,1.458,5.137,62152000.0,3.1,3.1,2004-11-12 17:19:37,31.009876116998953,1.706,20.77,39.20,12800000000.0,20.77,8.02,29.79,1200000000.0,1.90,82.95,13860000000.0,42025000.0,35.14,2.17,58.1,11.37,8.74,26.34,26.31,37.06,8.02,11.20,6.475,1184.170044,693000.0,2.96,2.476,outperform,adbe,1140000000.0,4.78,3.1,34.06,1100297977.0,3.5168020241370233,34.526678141135974
53,1.519,5.934,62152000.0,3.436,3.436,2005-02-07 16:20:07,35.203469846040136,1.82,21.93,39.20,14310000000.0,21.93,8.59,28.81,1560000000.0,10.85,80.71,15190000000.0,45040000.0,35.51,2.12,63.67,10.78,9.16,27.02,26.01,36.15,8.59,11.20,6.73,1201.719971,693000.0,3.18,2.587,outperform,adbe,1310000000.0,5.38,3.436,35.00,1107811207.0,5.05096709443419,40.25443694047433
54,1.615,6.682,68374000.0,3.511,3.511,2005-04-05 04:12:22,39.59194570536861,1.92,22.34,69.10,14780000000.0,22.34,8.61,28.45,1560000000.0,0.79,83.16,16200000000.0,47926000.0,34.92,2.09,66.58,9.99,9.47,27.93,25.97,35.48,8.61,28.70,6.882,1181.390015,578000.0,2.40,2.594,outperform,adbe,1470000000.0,6.03,3.511,34.70,1112688742.0,3.2737797377073887,42.865725443075995
55,1.51,10.74,15770000000.0,3.40,28.03,2011-04-24 04:02:44,-32.18271153561611,1.69,11.10,84.50,15770000000.0,11.10,3.97,13.18,3400000000.0,0.43,86.30,15770000000.0,88212000.0,28.48,1.06,33.0,3.14,4.28,22.23,8.69,16.65,3.97,19.70,7.72,1337.380005,1614999.9999999998,3.20,2.30,underperform,adbe,2640000000.0,5.23,1520000000.0,19.80,1303632164.0,16.909984262888837,-15.272727272727272
56,1.54,10.92,12410000000.0,3.23,28.17,2011-08-05 04:11:46,-51.154106180743696,1.87,8.56,54.40,12410000000.0,8.56,3.07,10.18,3400000000.0,0.43,86.30,12410000000.0,96294000.0,28.84,1.01,26.0,2.51,3.34,23.78,8.93,18.22,3.07,8.50,7.98,1199.380005,1335000.0,2.60,2.00,underperform,adbe,2630000000.0,5.32,1520000000.0,14.01,1312531906.0,4.84641387305139,-46.30769230769231
57,1.56,11.29,11680000000.0,3.36,27.25,2011-10-18 13:47:26,-53.42695277593046,1.83,8.23,15.20,11680000000.0,8.23,2.87,10.29,3400000000.0,0.43,86.30,11680000000.0,92798000.0,28.13,0.91,26.0,2.32,3.16,22.79,8.71,17.43,2.87,2.30,8.12,1225.380005,1739999.9999999998,3.50,2.40,underperform,adbe,2720000000.0,5.54,1520000000.0,14.37,1318960046.0,7.119260468238156,-46.30769230769231
58,1.61,12.12,1530000000.0,3.14,25.26,2012-03-24 12:13:07,-37.90941165789115,1.56,10.62,21.10,15450000000.0,10.62,3.65,12.76,3780000000.0,5.44,87.30,15450000000.0,78347000.0,27.90,1.49,33.0,2.78,3.93,18.51,8.47,13.73,3.65,1.70,8.55,1402.890015,1318000.0,2.70,3.40,underperform,adbe,2770000000.0,5.60,1510000000.0,21.69,1332605587.0,22.636684385163875,-15.272727272727272
59,1.32,12.35,1580000000.0,3.03,24.76,2012-07-02 04:31:22,-38.24402988161332,1.55,9.67,2.40,14430000000.0,9.67,3.33,12.22,3780000000.0,6.54,85.80,14430000000.0,77791000.0,27.87,1.44,32.0,2.52,3.54,17.94,8.53,13.54,3.33,9.90,8.78,1365.51001,1512000.0,3.10,3.90,underperform,adbe,3000000000.0,6.10,1510000000.0,20.91,1341217882.0,19.369029881613326,-18.874999999999996
60,2.687,9.198,51936000.0,6.053,6.053,2004-05-12 18:46:27,-8.479153854628283,0.918,33.84,183.30,15120000000.0,33.84,6.92,22.52,1120000000.0,1.52,79.83,16829999999.999998,35513000.0,20.38,1.46,45.04,5.07,7.97,16.25,7.46,11.15,6.92,19.90,5.663,1097.280029,764000.0,2.08,2.365,underperform,adi,2310000000.0,6.17,6.053,49.06,1084401987.0,-3.643403871837083,-12.122557726465367
